SMILES,Surfactant_Type,CMC,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,C20,Temp_Celsius,Ref_CMC,Ref_AW_ST_CMC,SubRef_CMC,SubRef_AW_ST_CMC,Ref_Gamma_max,Ref_Pi_CMC,Ref_Area_min,Ref_pC20,Ref_C20
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,0.000423,3.373659633,33.8,0.00000087,1.9,37.98,5.21,0.00000612,25,10.1016/j.molliq.2015.10.024,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,0.000215,3.66756154,31.6,0.00000085,1.95,40.19,5.8,0.00000158,25,10.1016/j.molliq.2015.10.024,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,10.1016/j.molliq.2015.10.024,
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,0.00013,3.886056648,46.2,0.00000088,1.88,25.8,3.25,0.000562,25,10.1007/s11743-013-1502-0,10.1016/j.ces.2022.118208,,10.1007/s11743-013-1502-0,10.1007/s11743-013-1502-0,,10.1007/s11743-013-1502-0,10.1007/s11743-013-1502-0,
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,0.000108,3.966576245,32.3,0.000000756,2.2,40.19,6.17,0.000676,25,10.1007/s11743-016-1795-x,10.1016/j.ces.2022.118208,,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,
CCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00141,2.850780887,37.5,0.00000216,0.77,34.5,3.25,0.000562,25,10.5650/jos.59.647,10.1016/j.ces.2022.118208,,10.5650/jos.59.647,10.5650/jos.59.647,,10.5650/jos.59.647,,
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,0.0001199,3.921180817,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,0.000057,4.24412514432751,27.3,,,,,,20,10.1007/s11743-998-0005-7,10.1016/j.ces.2022.118208,,10.1007/s11743-998-0005-7,,,,,
CCCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,40,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-010-1207-6,,,,,
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCCCCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00038,3.420216403,43,0.00000064,2.59,29,5.2,0.005516564,25,10.1016/j.jiec.2015.02.011,,,,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,calculated
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000389,3.410050399,40,0.000000378,4.38,32,5.1,0.006096747,25,10.1016/j.jiec.2015.02.011,,,,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,calculated
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00141,2.850780887,41,0.000000815,2.03,31,4.7,0.009095277,25,10.1016/j.jiec.2015.02.011,,,,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,10.1016/j.jiec.2015.02.011,calculated
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,0.042,1.37675071,45,0.000000784,2.12,27,2.337242168,0.0046,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,0.0056,2.251811973,45,0.000000401,4.14,27,3.26760624,0.00054,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,0.016,1.795880017,43,0.00000044,3.77,29,3.838631998,0.000145,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCC(C)COS(=O)(=O)[O-].[Na+],anionic,0.001099,2.959002308,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,0.00171,2.76700389,,0.000000525,3.16,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,10.1081/DIS-120014014,,
CCCCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.0002649,3.576918042,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCCCCC(CCS(=O)(=O)[O-])OC.[Na+],anionic,0.0003373,3.471983659,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCC(CCS(=O)(=O)[O-])OCCC.[Na+],anionic,0.00008147,4.089002284,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCC(CCS(=O)(=O)[O-])OCCCC.[Na+],anionic,0.00003483,4.458046526,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,0.001449,2.838931615,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCCCCC(O)CO,non-ionic,0.000013,4.886056648,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.0008511,3.070019409,,,,,,,25,10.1021/ci600462d,,10.1021/acs.iecr.9b00504,,,,,,
CCCCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,,29,,,,,,,,10.1016/j.ces.2022.118208,,10.1080/01932691.2019.1584112,,,,,
CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,0.00085,3.07058107428571,30.3,0.00000166,,,,,,10.1016/0927-7757(95)03093-S,10.1016/j.ces.2022.118208,,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,,,,
CCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.9,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la026286y,,,,,
CCCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00125,2.903089987,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,30,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0121-4,,,,,
CCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.000139,3.8569852,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,0.000175,3.756961951,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCCCCC(=O)[O-].[K+],anionic,0.0066,2.180456064,,,,,,,25,10.1021/ci600462d,,10.1021/j150457a013,,,,,,
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],anionic,0.00073,3.13667714,,,,,,,23,10.1002/9781118228920,,10.1007/BFb0118160,,,,,,
CCCCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],anionic,0.00018,3.74472749489669,,,,,,,33,10.1002/9781118228920,,10.1007/BFb0118160,,,,,,
CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+],anionic,0.00225,2.64781748188864,,,,,,,25,10.1002/9781118228920,,10.1007/BFb0118160,,,,,,
CCCCCCCCCCCCC(C(=O)OCCC)S(=O)(=O)[O-].[Na+],anionic,0.00135,2.86966623150499,,,,,,,25,10.1002/9781118228920,,10.1007/BFb0118160,,,,,,
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],anionic,0.0009,3.04575749056068,,,,,,,25,10.1002/9781118228920,,10.1007/BFb0118160,,,,,,
CCCCCCCCCCCCC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],anionic,0.00075,3.1249387366083,,,,,,,25,10.1002/9781118228920,,10.1007/BFb0118160,,,,,,
CCCCCCCCCCCCCCC(CCC)OS(=O)(=O)[O-].[Na+],anionic,0.0007194,3.143029567,,0.000000454,3.66,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,10.1081/DIS-120014014,,
CCCCCCCCCCCCCCC(CCCC)OS(=O)(=O)[O-].[Na+],anionic,0.0007998,3.0970186,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,0.00007943,4.100015437,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,0.00002,4.698970004,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,0.00002099,4.677987561,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1.[Br-].[Br-],gemini cationic,0.00002999,4.523023534,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,0.00002198,4.657972312,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Br-],cationic,0.00044,3.356547324,36.85,0.00000302,0.55,35.55,3.7,0.000199,25,10.1016/j.colsurfa.2013.08.063,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2013.08.063,10.1016/j.colsurfa.2013.08.063,10.1016/j.colsurfa.2013.08.063,10.1016/j.colsurfa.2013.08.063,,10.1016/j.colsurfa.2013.08.063
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,0.00102,2.991399828,37.38,0.00000302,0.55,35.02,3.39,0.000407,25,10.1016/j.colsurfa.2013.08.063,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2013.08.063,10.1016/j.colsurfa.2013.08.063,10.1016/j.colsurfa.2013.08.063,10.1016/j.colsurfa.2013.08.063,,10.1016/j.colsurfa.2013.08.063
CCCCCCCCCCCCC(O)CCO,non-ionic,0.000013,4.886056648,26.5,0.0000051,0.33,45.5,5.77,0.00000169,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,10.1021/j100442a021,10.1021/j100442a021,10.1021/j100442a021,10.1021/j100442a021,
CCCCCCCCCCCCCCC(OC(=O)CC)S(=O)(=O)[O-].[Na+],anionic,0.0001086,3.964170175,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCC(OC(=O)CCC)S(=O)(=O)[O-].[Na+],anionic,0.0001,4,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCC(OC(C)=O)S(=O)(=O)[O-].[Na+],anionic,0.0003097,3.509058795,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCC=CS(=O)(=O)[O-].[Na+],anionic,0.0007499,3.124996646,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+],anionic,0.0019,2.721246399,,,,,,,25,"['10.1002/9781118228920', '10.1002/9781118228920.ch3', '10.1021/acs.jpcb.1c05264']",,10.1002/9781118228920,,,,,,
CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+],anionic,0.0015,2.823908741,,,,,,,25,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCCCCCCCCC(=O)NC(O)[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O,sugar-based non-ionic,0.0000175,4.756961951,36.5,0.00000336,0.494,35.47,5.46,0.004253556,25,10.1007/s11743-001-0169-1,10.1007/s11743-001-0169-1,,,10.1007/s11743-001-0169-1,calculated,,10.1007/s11743-001-0169-1,calculated
CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O,non-ionic,0.00000016,6.795880017,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1021/acs.iecr.6b02890,,,,,,
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],cationic,0.000000478,6.320572103,46.1,0.00000426,0.39,25.9,6.441868942,0.001593426,25,10.1007/s11743-010-1225-4,10.1016/j.ces.2022.118208,,10.1007/s11743-010-1225-4,10.1007/s11743-010-1225-4,,10.1007/s11743-010-1225-4,calculated,calculated
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],cationic,0.00000501,5.300162274,51.5,0.00000118,1.41,20.5,5.337272625,0.004808969,25,10.1007/s11743-010-1225-4,10.1016/j.ces.2022.118208,,10.1007/s11743-010-1225-4,10.1007/s11743-010-1225-4,,10.1007/s11743-010-1225-4,calculated,calculated
CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],cationic,0.000000501,6.300162274,35.9,0.00000218,0.76,36.1,6.946971864,0.000961542,25,10.1007/s11743-010-1225-4,10.1016/j.ces.2022.118208,,10.1007/s11743-010-1225-4,10.1007/s11743-010-1225-4,,10.1007/s11743-010-1225-4,calculated,calculated
CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],cationic,0.00000525,5.279840697,47.8,0.00000106,1.57,24.2,5.62685749,0.00359987,25,10.1007/s11743-010-1225-4,10.1016/j.ces.2022.118208,,10.1007/s11743-010-1225-4,10.1007/s11743-010-1225-4,,10.1007/s11743-010-1225-4,calculated,calculated
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,0.000045,4.346787486,41.5,0.000000446,3.39,30.96,6.14,0.000719,25,10.1007/s11743-016-1795-x,10.1016/j.ces.2022.118208,,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,10.1007/s11743-016-1795-x,
CCCCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00125,2.903089987,38.2,0.00000231,0.84,33.8,3.59,0.000257,25,10.5650/jos.59.647,10.1016/j.ces.2022.118208,,10.5650/jos.59.647,10.5650/jos.59.647,,10.5650/jos.59.647,,
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1.[Br-].[Br-],gemini cationic,0.00004198,4.376957566,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,0.00012,3.92081875395238,33.5,,,,,,20,10.1007/s11743-998-0005-7,10.1016/j.ces.2022.118208,,10.1007/s11743-998-0005-7,,,,,
CCCCCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,45.2,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-010-1207-6,,,,,
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,0.02,1.698970004,49,0.000000799,2.08,26,2.585026652,0.0026,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,0.0025,2.602059991,46,0.000000418,3.97,26,3.677780705,0.00021,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,0.01,2,44,0.000000461,3.6,28,3.26760624,0.00054,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,0.00235,2.628932138,,0.000000474,3.5,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,10.1081/DIS-120014014,,
CCCCCCCCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,0.0003802,3.419987887,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCCCCCCC(=O)N[C@H]1C(OC)O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@@H]1O.[Na+],anionic,0.00012,3.920818754,,,,,,,25,10.1021/ci600462d,,10.1016/s0008-6215(01)00077-5,,,,,,
CCCCCCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,,30.9,,,,,,,,10.1016/j.ces.2022.118208,,10.1080/01932691.2019.1584112,,,,,
CCCCCCCCCCCCCCCC=CC(=O)OC(CO)COC(CO)COC(CO)COC(CO)CO,sugar-based non-ionic,0.00003281,4.48399377,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCCC=CC(=O)OC(CO)COC(CO)COC(CO)COC(CO)COC(CO)COC(CO)CO,sugar-based non-ionic,0.00002742,4.56193255,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCCC=CC(=O)OC(CO)COC(CO)COC(CO)COC(CO)COC(CO)COC(CO)COC(CO)COC(CO)COC(CO)COC(CO)CO,sugar-based non-ionic,0.00002109,4.67592342,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0000562,4.250263684,37.5,0.00000138,1.2,34.5,4.68,0.0000209,25,10.1016/j.colsurfa.2018.11.061,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2018.11.061,10.1016/j.colsurfa.2018.11.061,,10.1016/j.colsurfa.2018.11.061,10.1016/j.colsurfa.2018.11.061,10.1016/j.colsurfa.2018.11.061
CCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,42.2,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la026286y,,,,,
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.00003597,4.444059562,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,0.00005495,4.260032303,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCCCCCCC(=O)[O-].[K+],anionic,0.0018,2.744727495,,,,,,,35,10.1021/ci600462d,,10.1021/j150457a013,,,,,,
CCCCCCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,0.0004498,3.346980549,,0.000000452,3.67,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,10.1081/DIS-120014014,,
CCCCCCCCCCCCCCCCC(OC(=O)C(C)C)S(=O)(=O)[O-].[Na+],anionic,0.002716,2.566070234,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCCCC(OC(=O)CC)S(=O)(=O)[O-].[Na+],anionic,0.00001262,4.898940645,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCCCC(OC(=O)CCC)S(=O)(=O)[O-].[Na+],anionic,0.00002698,4.568958055,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCCCC(OC(C)=O)S(=O)(=O)[O-].[Na+],anionic,0.00007834,4.106016433,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCCCC=CS(=O)(=O)[O-].[Na+],anionic,0.0001799,3.744968837,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCCCCC(=O)NC(O)[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O,sugar-based non-ionic,0.00000562,5.250263684,35.7,0.00000332,0.499,36.27,5.95,0.002605841,25,10.1007/s11743-001-0169-1,10.1007/s11743-001-0169-1,,,10.1007/s11743-001-0169-1,calculated,,10.1007/s11743-001-0169-1,calculated
CCCCCCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,0.00015,3.82390874094432,39.7,,,,,,20,10.1007/s11743-998-0005-7,10.1016/j.ces.2022.118208,,10.1007/s11743-998-0005-7,,,,,
CCCCCCCCCCCCCCCCCC(=O)OCCC(CO)COC(CO)COC(CO)COC(CO)CO,sugar-based non-ionic,0.00002239,4.649945906,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCCCCC(=O)OCCC(CO)COC(CO)COC(CO)COC(CO)COC(CO)COC(CO)CO,sugar-based non-ionic,0.00002799,4.552997102,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOCC(OCCOCCOCCOCCO)[C@H]1OC[C@@H](OCCOCCOCCOCCO)[C@@H]1OCCOCCOCCOCCO,non-ionic,0.000021,4.677780705,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000373,3.428291168,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,0.015,1.823908741,47,0.000000873,1.9,23,2.22184875,0.006,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,0.0002,3.698970004,50,0.000000449,3.7,22,4,0.0001,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,0.01,2,46,0.000000513,3.24,26,2.657577319,0.0022,25,10.1080/01932691.2012.683979,10.1016/j.ces.2022.118208,,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,10.1080/01932691.2012.683979,,10.1080/01932691.2012.683979
CCCCCCCCCCCCNC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,non-ionic,0.0005998,3.221993539,,,,,,,25,10.1021/ie4016232,,10.1021/la950581j,,,,,,
